|0
115|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194937971"">Battler Ushiromiya</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194911068"">Mr Owl</a></b>:</div>Monoca's meant to be hated? Why would he ever do this? </blockquote>Yeah, he wrote her with the express intention of being hated. </blockquote>"
116|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194937971"">Battler Ushiromiya</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194911068"">Mr Owl</a></b>:</div>Monoca's meant to be hated? Why would he ever do this? </blockquote>Yeah, he wrote her with the express intention of being hated. </blockquote>"
117|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194962532"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412194937971"">Battler Ushiromiya</a></b>:</div>Yeah, he wrote her with the express intention of being hated. </blockquote>Where did he say that? </blockquote>"
119|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412195266186"">Battler Ushiromiya</a></b>:</div>God, no faith. Look on TVTropes, Wikia, wherever, it'll say that Monaca was made with the express intent of being hated. I'm currently looking for the source, and I'll post another reply when I find it, but both Wikia and TVTropes have stated this. You can also check the edit history there, to confirm that it's been there for a while (specifically, soon after AE's international release) </blockquote>"
120|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412195278460"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412195266186"">Battler Ushiromiya</a></b>:</div>God, no faith. Look on TVTropes, Wikia, wherever, it'll say that Monaca was made with the express intent of being hated. I'm currently looking for the source, and I'll post another reply when I find it, but both Wikia and TVTropes have stated this. You can also check the edit history there, to confirm that it's been there for a while (specifically, soon after AE's international release) </blockquote>You better find that source, ;D. </blockquote>"
123|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412195431632"">Nexils</a></b>:</div>Yea, I heard that as well. I think he also said that he couldn't write another Junko, so when he created Monaca he made her a character you basically couldn't like on purpose :p </blockquote>"
125|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412200906202"">~Nutkun7993~</a></b>:</div>I'm pleased to see how balanced the character writing in this game. They're all so likable, kinda opposite from all previous game. I'm glad they finally take a same approach of that Zero Escape counterpart, give them something eventhough they don't last very long. </blockquote>"
126|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201766979"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412200906202"">~Nutkun7993~</a></b>:</div>I'm pleased to see how balanced the character writing in this game. They're all so likable, kinda opposite from all previous game. I'm glad they finally take a same approach of that Zero Escape counterpart, give them something eventhough they don't last very long. </blockquote>You think that the previous games had characters that weren't as likeable? The only exception I would say is <span class=""bb_spoiler""><span> Leon ( because he gets killed off first, since he was the first killer. ) Not Sayaka because she had a major impact on Naegi and was kind of prominent in the beginning.</span></span> <span class=""bb_spoiler""><span> Otherwise, Byakuya and Teruteru of SDR2 had their own unqiue personalities and played their part in the killing game. </span></span> I would say in contrast, though, that V3 definitely had much more of an appealing cast, even the people who got killed off first didn't go to waste at all...<br/>The spoiler blocks are for DR1 and SDR2. </blockquote>"
127|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201918758"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201766979"">WizoDard</a></b>:</div>You think that the previous games had characters that weren't as likeable? The only exception I would say is <span class=""bb_spoiler""><span> Leon ( because he gets killed off first, since he was the first killer. ) Not Sayaka because she had a major impact on Naegi and was kind of prominent in the beginning.</span></span> <span class=""bb_spoiler""><span> Otherwise, Byakuya and Teruteru of SDR2 had their own unqiue personalities and played their part in the killing game. </span></span> I would say in contrast, though, that V3 definitely had much more of an appealing cast, even the people who got killed off first didn't go to waste at all...<br/>The spoiler blocks are for DR1 and SDR2. </blockquote>I found alot of DR1 characters bad, Junko, Mukoro, asahina, toko, hifumi. And dr2 characters while less i also didnt like some,  Sonya, Mikan, ibuki, nekomaru, And in dr3 I only disliked tenko. </blockquote>"
128|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202093403"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201918758"">Mr Owl</a></b>:</div>I found alot of DR1 characters bad, Junko, Mukoro, asahina, toko, hifumi. And dr2 characters while less i also didnt like some,  Sonya, Mikan, ibuki, nekomaru, And in dr3 I only disliked tenko. </blockquote>Why did you dislike Tenko? And I guess I understand where you are coming from now...Although you're a different person, I get the other person's point. </blockquote>"
129|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202240126"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202093403"">WizoDard</a></b>:</div>Why did you dislike Tenko? And I guess I understand where you are coming from now...Although you're a different person, I get the other person's point. </blockquote>I dislike tenko because depth does not make a character less annoying... <span class=""bb_spoiler""><span> I'm glad she died in chapter 3. </span></span></blockquote>"
130|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202262744"">Battler Ushiromiya</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202240126"">Mr Owl</a></b>:</div>I dislike tenko because depth does not make a character less annoying... <span class=""bb_spoiler""><span> I'm glad she died in chapter 3. </span></span></blockquote>*stares angrily* </blockquote>"
131|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202284823"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202262744"">Battler Ushiromiya</a></b>:</div>*stares angrily* </blockquote>I dont know how you dont find her 3 things to say annoying... </blockquote>"
132|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202387142"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202284823"">Mr Owl</a></b>:</div>I dont know how you dont find her 3 things to say annoying... </blockquote>3 things? And did you even play through her Free Time Events to at least try and understand her? </blockquote>"
133|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202284823"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202262744"">Battler Ushiromiya</a></b>:</div>*stares angrily* </blockquote>I dont know how you dont find her 3 things to say annoying... </blockquote>"
134|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202443106"">Battler Ushiromiya</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202284823"">Mr Owl</a></b>:</div>I dont know how you dont find her 3 things to say annoying... </blockquote>*Continues saring angrily* </blockquote>"
135|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201918758"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201766979"">WizoDard</a></b>:</div>You think that the previous games had characters that weren't as likeable? The only exception I would say is <span class=""bb_spoiler""><span> Leon ( because he gets killed off first, since he was the first killer. ) Not Sayaka because she had a major impact on Naegi and was kind of prominent in the beginning.</span></span> <span class=""bb_spoiler""><span> Otherwise, Byakuya and Teruteru of SDR2 had their own unqiue personalities and played their part in the killing game. </span></span> I would say in contrast, though, that V3 definitely had much more of an appealing cast, even the people who got killed off first didn't go to waste at all...<br/>The spoiler blocks are for DR1 and SDR2. </blockquote>I found alot of DR1 characters bad, Junko, Mukoro, asahina, toko, hifumi. And dr2 characters while less i also didnt like some,  Sonya, Mikan, ibuki, nekomaru, And in dr3 I only disliked tenko. </blockquote>"
136|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202489441"">Ginrikuzuma</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201918758"">Mr Owl</a></b>:</div>I found alot of DR1 characters bad, Junko, Mukoro, asahina, toko, hifumi. And dr2 characters while less i also didnt like some,  Sonya, Mikan, ibuki, nekomaru, And in dr3 I only disliked tenko. </blockquote><br/><br/>Disliked and badly developed should be more clearly outlined.<br/><br/>In that regard Mukuro and Hifumi (and to some extent Mikan and Tenko) I can agree with.<br/><br/><span class=""bb_spoiler""><span> Obviously we got nothing on Mukuro thanks to her being the first one killed. While we know her backstory later on when digging up info on her. As a character however she has none due to not being alive to show any of her own character. Unless we count the non-canon stuff like Dangan IF) </span></span><br/><br/>Hifumi (and I guess Tenko) were rather one dimensional characters.<br/><br/>As for the others if you dislike them sure but to say the others are bad and I would have to raise an eyebrow </blockquote>"
137|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202489441"">Ginrikuzuma</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412201918758"">Mr Owl</a></b>:</div>I found alot of DR1 characters bad, Junko, Mukoro, asahina, toko, hifumi. And dr2 characters while less i also didnt like some,  Sonya, Mikan, ibuki, nekomaru, And in dr3 I only disliked tenko. </blockquote><br/><br/>Disliked and badly developed should be more clearly outlined.<br/><br/>In that regard Mukuro and Hifumi (and to some extent Mikan and Tenko) I can agree with.<br/><br/><span class=""bb_spoiler""><span> Obviously we got nothing on Mukuro thanks to her being the first one killed. While we know her backstory later on when digging up info on her. As a character however she has none due to not being alive to show any of her own character. Unless we count the non-canon stuff like Dangan IF) </span></span><br/><br/>Hifumi (and I guess Tenko) were rather one dimensional characters.<br/><br/>As for the others if you dislike them sure but to say the others are bad and I would have to raise an eyebrow </blockquote>"
138|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202664849"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202489441"">Ginrikuzuma</a></b>:</div><br/><br/>Disliked and badly developed should be more clearly outlined.<br/><br/>In that regard Mukuro and Hifumi (and to some extent Mikan and Tenko) I can agree with.<br/><br/><span class=""bb_spoiler""><span> Obviously we got nothing on Mukuro thanks to her being the first one killed. While we know her backstory later on when digging up info on her. As a character however she has none due to not being alive to show any of her own character. Unless we count the non-canon stuff like Dangan IF) </span></span><br/><br/>Hifumi (and I guess Tenko) were rather one dimensional characters.<br/><br/>As for the others if you dislike them sure but to say the others are bad and I would have to raise an eyebrow </blockquote>Ya, I guess i should have said dislike, Sorry. </blockquote>"
139|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412205334951"">NgzeroNigel</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412202664849"">Mr Owl</a></b>:</div>Ya, I guess i should have said dislike, Sorry. </blockquote>In my opinion I love DR1 cast as they are more grounded to reality, DR2 cast is more unique and bizarre while DRV3 cast is a great mixture of both. In terms of characters even Leon is an interested character after going through his free time events. Mukuro is an interesting character as you see not only her perspective of Junko as well as a bit about her true personality. You can find a lot of depth and things of interest which each character, just depend on your cup of tea when it come to characters. </blockquote>"
140|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206153370"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412205334951"">NgzeroNigel</a></b>:</div>In my opinion I love DR1 cast as they are more grounded to reality, DR2 cast is more unique and bizarre while DRV3 cast is a great mixture of both. In terms of characters even Leon is an interested character after going through his free time events. Mukuro is an interesting character as you see not only her perspective of Junko as well as a bit about her true personality. You can find a lot of depth and things of interest which each character, just depend on your cup of tea when it come to characters. </blockquote>I would agree with you, but that's when you go out of your way to learn about them. For people like Mr.Owl, who clearly doesn't give a crap about Tenko, he would just say that she is one-dimensional. But Kodaka did say he created every character as though they could be the main character of the story because of their uniqueness. </blockquote>"
141|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206384380"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206153370"">WizoDard</a></b>:</div>I would agree with you, but that's when you go out of your way to learn about them. For people like Mr.Owl, who clearly doesn't give a crap about Tenko, he would just say that she is one-dimensional. But Kodaka did say he created every character as though they could be the main character of the story because of their uniqueness. </blockquote>I said multiple times depth does not make a character less annoying... Tenko annoys me. </blockquote>"
142|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206447298"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206384380"">Mr Owl</a></b>:</div>I said multiple times depth does not make a character less annoying... Tenko annoys me. </blockquote>Hmmmmmm... </blockquote>"
143|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206710234"">Mr Owl</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1483235412206447298"">WizoDard</a></b>:</div>Hmmmmmm... </blockquote>What? </blockquote>"
145|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1486613649676399187"">Cutiesbae</a></b>:</div>I love Tsumugi, Kokichi and Shuichi. But i liked a lot of characters in the end </blockquote>"
147|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1486613649679378291"">Nexils</a></b>:</div>According to the Danganronpa sorter Shuichi, Himiko and Maki are my favorite characters.<br/>Kirumi, Kaito and Kiibo come after that.<br/>Who my favorite characters are, really depends on how much certain characters annoyed me throughout the game and how much I can tolerate them (because I bet Miu is an annoying character to a lot of people while I personally find her hilarious as hell).<br/><br/>There aren't any characters I dislike or hate, there are just some characters I really find less interesting or appealing to me. Korekiyo (although he's dark and dramatic), Angie (although she's kinda fun), Kokichi (although he's mysterious) and Gonta (although he's such a sweetheart) are characters I just can't connect with for one reason or the other and that's why I don't like them as much, compared to the others. </blockquote>"
148|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b>WizoDard</b>:</div> <span class=""bb_spoiler""><span> What a coincidence that your favorite characters are the survivors, xD</span></span> </blockquote>"
149|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1486613649681592732"">Nexils</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b>WizoDard</b>:</div> <span class=""bb_spoiler""><span> What a coincidence that your favorite characters are the survivors, xD</span></span> </blockquote><br/>Coincidence...? I'm not sure if that's fair. I just had the chance to spend more time with them compared to the others.<br/><br/>For every game I decided to have one favorite male and female character. <br/>Almost like betting on horses in a race.<br/><br/>In DR1 they both died... nearly straight away XD <span class=""bb_spoiler""><span>then the real Junko appeared and I was somewhat happy again :p Leon stayed dead, but then other guys started to become more interesting anyway, so I wasn't too sad</span></span><br/>Now DR2 was a whoooole different story... Because I really liked <span class=""bb_spoiler""><span>Sonia and Kazuichi</span></span> and both of them survived. I still liked them at the end.<br/>In V3 my favorites from the start were <span class=""bb_spoiler""><span>Kirumi and Kiibo</span></span>. One of them died waaay too early for me to actually like them and the other one died right before the end T^T so close :p </blockquote>"
150|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1486613649681615570"">WizoDard</a></b>:</div>So you value experience and a developing character vs. a character that goes through one moment which develops them before they die? </blockquote>"
151|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345000080711706"">Nexils</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1486613649681615570"">WizoDard</a></b>:</div>So you value experience and a developing character vs. a character that goes through one moment which develops them before they die? </blockquote><br/>I suppose so, yes. I thoroughly enjoyed <span class=""bb_spoiler""><span>Himiko's character development throughout the game. The only thing I dislike is that she was still forcefully talking about her magic until the end, while it would've been better in my opinion if she shed that character trait after chapter 2 (with her trick being exposed and her coming to terms with magic not being real etc.).[/quote]<br/>She knows <span class=""bb_spoiler""><span>her magic is fake. She's not an idiot. The reason she does that is to preserve the magic in it. Just like ""Guys, it's totally magic, please don't think deeper into it or you'll ruin the fun"".??????like that.</span></span></span></span></blockquote>"
154|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176707666327"">Tibearius6423</a></b>:</div>Gonta is easily my favorite. I love seeing charcters that are abnormally big turn out to be giant sweethearts, and he took that idea and made his a personal connection! </blockquote>"
155|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176707698557"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176707666327"">Tibearius6423</a></b>:</div>Gonta is easily my favorite. I love seeing charcters that are abnormally big turn out to be giant sweethearts, and he took that idea and made his a personal connection! </blockquote><span class=""bb_spoiler""><span>I'm guessing you loved Bandai getting killed very quickly by his NG Code in DR3, ;D. [/quote]<br/><br/>should probably put a spoiler over that.</span></span></blockquote>"
156|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176709814630"">Owlman</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176707698557"">WizoDard</a></b>:</div><span class=""bb_spoiler""><span>I'm guessing you loved Bandai getting killed very quickly by his NG Code in DR3, ;D. </span></span> </blockquote><br/>should probably put a spoiler over that. </blockquote>"
157|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710647391"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176709814630"">Owlman</a></b>:</div><br/>should probably put a spoiler over that. </blockquote>I decided not too because it's the 2nd episode of the anime, and most people have already watched it or are never going to watch the rest because they're salty... </blockquote>"
158|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710687345"">Owlman</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710647391"">WizoDard</a></b>:</div>I decided not too because it's the 2nd episode of the anime, and most people have already watched it or are never going to watch the rest because they're salty... </blockquote>You never know man... And salty about what? </blockquote>"
159|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710738406"">WizoDard</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710687345"">Owlman</a></b>:</div>You never know man... And salty about what? </blockquote>Some people hated the anime and didn't want to continue it...I am not sure they could hate it so early on, but life happens doesn't it? </blockquote>"
160|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710817045"">Owlman</a></b>:</div><blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c3183345176710738406"">WizoDard</a></b>:</div>Some people hated the anime and didn't want to continue it...I am not sure they could hate it so early on, but life happens doesn't it? </blockquote>Still, im sure SOMEBODY either hasnt heard of the anime or hasnt watched it for whatever reason, its no real work to cover it up. </blockquote>"
163|"<blockquote class=""bb_blockquote with_author""><div class=""bb_quoteauthor"">Originally posted by <b><a href=""#c1489992080501722868"">Dolly</a></b>:</div>kaede at first, then tsumugi. monodam was also a fun character </blockquote>"
